Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,weight,total inventory weight
Ice Cream & Desserts,Saffola Veggie Twist Masala Oats,1.95,12,2,1.71,500,FALSE,500,low,1000
Chocolates & Candies,Saffola Veggie Twist Masala Oats,1.95,12,2,1.71,500,FALSE,500,low,1000
Cooking Essentials,24 Mantra Super Grain Quinoa,1.9,0,4,1.9,500,FALSE,500,low,2000
Munchies,24 Mantra Super Grain Quinoa,1.9,0,4,1.9,500,FALSE,500,low,2000
Health & Hygiene,Dabur Chyawanprash Immunity Booster,1.9,6,6,1.77,500,FALSE,500,low,3000
Personal Care,Dove Daily Shine Conditioner,1.9,0,6,1.9,175,FALSE,180,low,1050
Paan Corner,Dove Daily Shine Conditioner,1.9,0,6,1.9,175,FALSE,180,low,1050
Personal Care,Dove Hair Fall Rescue Conditioner,1.9,0,4,1.9,175,FALSE,175,low,700
Paan Corner,Dove Hair Fall Rescue Conditioner,1.9,0,4,1.9,175,FALSE,175,low,700
Personal Care,Dove Intense Repair Conditioner,1.9,14,6,1.62,175,FALSE,80,low,1050
Paan Corner,Dove Intense Repair Conditioner,1.9,14,6,1.62,175,FALSE,80,low,1050
Personal Care,Engage Rush Deodorant For Men,1.9,11,6,1.69,150,FALSE,150,low,900
Paan Corner,Engage Rush Deodorant For Men,1.9,11,6,1.69,150,FALSE,150,low,900
Home & Cleaning,Gala No Dust Broom,1.9,7,0,1.75,58,TRUE,1,low,0
Packaged Food,Kellogg's Crunchy Bites Chocos,1.9,10,6,1.71,375,FALSE,375,low,2250
Ice Cream & Desserts,Kellogg's Crunchy Bites Chocos,1.9,10,6,1.71,375,FALSE,375,low,2250
Chocolates & Candies,Kellogg's Crunchy Bites Chocos,1.9,10,6,1.71,375,FALSE,375,low,2250
Packaged Food,Nestle Cerelac Wheat - Stage 1,1.9,0,6,1.9,300,FALSE,300,low,1800
Ice Cream & Desserts,Nestle Cerelac Wheat - Stage 1,1.9,0,6,1.9,300,FALSE,300,low,1800
Chocolates & Candies,Nestle Cerelac Wheat - Stage 1,1.9,0,6,1.9,300,FALSE,300,low,1800
Home & Cleaning,Origami Non-Woven Kitchen Towel,1.9,14,4,1.62,80,FALSE,80,low,320
Personal Care,Pantene Adv Hairfall Solution Conditioner Silky Smooth,1.9,0,5,1.9,200,FALSE,200,low,1000
Paan Corner,Pantene Adv Hairfall Solution Conditioner Silky Smooth,1.9,0,5,1.9,200,FALSE,200,low,1000
Personal Care,Pantene Hairfall Control Conditioner,1.9,6,6,1.78,200,FALSE,200,low,1200
Paan Corner,Pantene Hairfall Control Conditioner,1.9,6,6,1.78,200,FALSE,200,low,1200
Cooking Essentials,Popular Essentials Anjeer,1.9,11,4,1.69,100,FALSE,100,low,400
Munchies,Popular Essentials Anjeer,1.9,11,4,1.69,100,FALSE,100,low,400
Cooking Essentials,Popular Essentials Popular Essential Pista Salted (With Shell),1.9,10,6,1.71,100,FALSE,100,low,600
Munchies,Popular Essentials Popular Essential Pista Salted (With Shell),1.9,10,6,1.71,100,FALSE,100,low,600
Cooking Essentials,Praakritik Organic Jumbo Rolled Oats,1.9,11,6,1.69,500,FALSE,500,low,3000
Munchies,Praakritik Organic Jumbo Rolled Oats,1.9,11,6,1.69,500,FALSE,500,low,3000
Packaged Food,Praakritik Organic Jumbo Rolled Oats,1.9,11,6,1.69,500,FALSE,500,low,3000
Ice Cream & Desserts,Praakritik Organic Jumbo Rolled Oats,1.9,11,6,1.69,500,FALSE,500,low,3000
Chocolates & Candies,Praakritik Organic Jumbo Rolled Oats,1.9,11,6,1.69,500,FALSE,500,low,3000
Home & Cleaning,Pril Perfect Lime Dishwash Liquid,1.9,7,4,1.75,750,FALSE,750,low,3000
Cooking Essentials,Zorabian Chicken Kheema Parathas,1.9,0,0,1.9,300,TRUE,300,low,0
Munchies,Zorabian Chicken Kheema Parathas,1.9,0,0,1.9,300,TRUE,300,low,0
Packaged Food,Zorabian Chicken Kheema Parathas,1.9,0,0,1.9,300,TRUE,300,low,0
Ice Cream & Desserts,Zorabian Chicken Kheema Parathas,1.9,0,0,1.9,300,TRUE,300,low,0
Chocolates & Candies,Zorabian Chicken Kheema Parathas,1.9,0,0,1.9,300,TRUE,300,low,0
"Meats, Fish & Eggs",Zorabian Chicken Kheema Parathas,1.9,0,0,1.9,300,TRUE,300,low,0
Fruits & Vegetables,Apple Royal Gala,1.89,15,3,1.59,232,FALSE,4,low,696
Home & Cleaning,Harpic Disinfectant Bathroom Cleaner Liquid Lemon,1.89,5,6,1.79,1000,FALSE,1,low,6000
Health & Hygiene,Moov Fast Pain Relief Cream,1.89,15,6,1.6,50,FALSE,50,low,300
Home & Cleaning,"Mortein Cockroach Killer Spray, Crawling insect killer with Deep-Reach Nozzle",1.89,5,2,1.79,425,FALSE,425,low,850
Home & Cleaning,Om Bhakti Wick for Diya - Ghee Cotton Wicks Big ,1.89,10,6,1.7,30,FALSE,30,low,180
Health & Hygiene,Savlon Germ Protection Wipes,1.89,10,6,1.7,72,FALSE,72,low,432
Personal Care,Savlon Moisture Shield Germ Protection Handwash Refill (Buy 1 Get 1 Free),1.89,0,6,1.89,1500,FALSE,1500,medium,9000
Paan Corner,Savlon Moisture Shield Germ Protection Handwash Refill (Buy 1 Get 1 Free),1.89,0,6,1.89,1500,FALSE,1500,medium,9000
Home & Cleaning,Harpic Power Fresh 6 Toilet Cleaner Rim Block Floral Delight,1.88,10,6,1.69,35,FALSE,35,low,210
Home & Cleaning,Harpic Power Fresh 6 Toilet Cleaner Rim Block Marine Splash,1.88,10,4,1.69,35,FALSE,35,low,140
Cooking Essentials,Daawat Super Basmati Rice,1.85,8,0,1.69,1000,TRUE,1,low,0
Munchies,Daawat Super Basmati Rice,1.85,8,0,1.69,1000,TRUE,1,low,0
Cooking Essentials,Dabur Honey Squeezy,1.85,9,6,1.67,225,FALSE,225,low,1350
Munchies,Dabur Honey Squeezy,1.85,9,6,1.67,225,FALSE,225,low,1350
Packaged Food,Kelloggs Chocos Fills Double Chocolaty,1.85,10,5,1.65,250,FALSE,250,low,1250
Ice Cream & Desserts,Kelloggs Chocos Fills Double Chocolaty,1.85,10,5,1.65,250,FALSE,250,low,1250
Chocolates & Candies,Kelloggs Chocos Fills Double Chocolaty,1.85,10,5,1.65,250,FALSE,250,low,1250
Packaged Food,Kellogg's Original Corn Flakes,1.85,5,6,1.75,475,FALSE,475,low,2850
Ice Cream & Desserts,Kellogg's Original Corn Flakes,1.85,5,6,1.75,475,FALSE,475,low,2850
Chocolates & Candies,Kellogg's Original Corn Flakes,1.85,5,6,1.75,475,FALSE,475,low,2850
Personal Care,Nivea Lip Balm Soft Rose for 24h Moisture with Natural Oils Delicate Rose Shine,1.85,8,6,1.69,5,FALSE,4,low,30
Paan Corner,Nivea Lip Balm Soft Rose for 24h Moisture with Natural Oils Delicate Rose Shine,1.85,8,6,1.69,5,FALSE,4,low,30
Personal Care,Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil ,1.85,15,3,1.57,100,FALSE,100,low,300
Paan Corner,Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil ,1.85,15,3,1.57,100,FALSE,100,low,300
Personal Care,Nivea Soft Light Moisturizing Cream,1.85,15,6,1.57,100,FALSE,100,low,600
Paan Corner,Nivea Soft Light Moisturizing Cream,1.85,15,6,1.57,100,FALSE,100,low,600
Personal Care,Scalpe Pro Anti dandruff Shampoo 100ml,1.85,0,2,1.85,100,FALSE,100,low,200
Paan Corner,Scalpe Pro Anti dandruff Shampoo 100ml,1.85,0,2,1.85,100,FALSE,100,low,200
Cooking Essentials,Sugarfree Gold Low Calorie Sweetner,1.85,5,3,1.75,300,FALSE,300,low,900
Munchies,Sugarfree Gold Low Calorie Sweetner,1.85,5,3,1.75,300,FALSE,300,low,900
Cooking Essentials,Tata Sampann kabuli chana,1.85,1,4,1.83,1000,FALSE,500,low,4000
Munchies,Tata Sampann kabuli chana,1.85,1,4,1.83,1000,FALSE,500,low,4000
"Dairy, Bread & Batter",The Whole Truth Peanut Butter - Unsweetened & Crunchy,1.85,20,0,1.48,325,TRUE,325,low,0
Beverages,The Whole Truth Peanut Butter - Unsweetened & Crunchy,1.85,20,0,1.48,325,TRUE,325,low,0
Packaged Food,The Whole Truth Peanut Butter - Unsweetened & Crunchy,1.85,20,0,1.48,325,TRUE,325,low,0
Ice Cream & Desserts,The Whole Truth Peanut Butter - Unsweetened & Crunchy,1.85,20,0,1.48,325,TRUE,325,low,0
Chocolates & Candies,The Whole Truth Peanut Butter - Unsweetened & Crunchy,1.85,20,0,1.48,325,TRUE,325,low,0
Home & Cleaning,Vim Dishwash Liquid Gel Lemon,1.85,5,1,1.75,750,FALSE,750,low,750
Personal Care,Whisper Bindazzz Night Sanitary Pads XL Plus,1.85,0,0,1.85,870,TRUE,15,low,0
Paan Corner,Whisper Bindazzz Night Sanitary Pads XL Plus,1.85,0,0,1.85,870,TRUE,15,low,0
Health & Hygiene,Whisper Bindazzz Night Sanitary Pads XL Plus,1.85,0,0,1.85,870,TRUE,15,low,0
Personal Care,Colgate Max Fresh Peppermint Toothpaste ,1.82,15,6,1.54,300,FALSE,300,low,1800
Paan Corner,Colgate Max Fresh Peppermint Toothpaste ,1.82,15,6,1.54,300,FALSE,300,low,1800
Home & Cleaning,Hit Flower Lime Fragrance Insect Killer Spray,1.82,3,6,1.76,400,FALSE,400,low,2400
Home & Cleaning,Chakaachak Dust Proof Broom,1.8,2,6,1.75,58,FALSE,1,low,348
Personal Care,Clean & Clear Foaming Face Wash,1.8,10,6,1.62,150,FALSE,150,low,900
Paan Corner,Clean & Clear Foaming Face Wash,1.8,10,6,1.62,150,FALSE,150,low,900
Home & Cleaning,Domex Disinfectant Floor Cleaner,1.8,5,6,1.7,1000,FALSE,1,low,6000
Personal Care,"Garnier Color Naturals Crème Hair Color, Shade 5 Light Brown",1.8,0,1,1.8,100,FALSE,100,low,100
Paan Corner,"Garnier Color Naturals Crème Hair Color, Shade 5 Light Brown",1.8,0,1,1.8,100,FALSE,100,low,100
Personal Care,Himalaya Men Pimple Clear Neem Face Wash,1.8,9,2,1.63,100,FALSE,100,low,200
Paan Corner,Himalaya Men Pimple Clear Neem Face Wash,1.8,9,2,1.63,100,FALSE,100,low,200
Personal Care,Johnson's Baby Shampoo,1.8,0,6,1.8,200,FALSE,200,low,1200
Paan Corner,Johnson's Baby Shampoo,1.8,0,6,1.8,200,FALSE,200,low,1200
Personal Care,Oral-B Charcoal Cross Cross Extra Soft Toothbrush (Buy 2 Get 1 Free),1.8,0,1,1.8,174,FALSE,3,low,174
Paan Corner,Oral-B Charcoal Cross Cross Extra Soft Toothbrush (Buy 2 Get 1 Free),1.8,0,1,1.8,174,FALSE,3,low,174
Personal Care,Santoor Almond Soft With Sandal & Almond Milk,1.8,0,2,1.8,625,FALSE,625,low,1250
Paan Corner,Santoor Almond Soft With Sandal & Almond Milk,1.8,0,2,1.8,625,FALSE,625,low,1250
Personal Care,Santoor Total Skin Care Soap With Sandal & Turmeric,1.8,0,6,1.8,600,FALSE,600,low,3600
Paan Corner,Santoor Total Skin Care Soap With Sandal & Turmeric,1.8,0,6,1.8,600,FALSE,600,low,3600
Cooking Essentials,Tata Sampann Moong Dal Split,1.8,1,5,1.78,1000,FALSE,200,low,5000
Munchies,Tata Sampann Moong Dal Split,1.8,1,5,1.78,1000,FALSE,200,low,5000
Cooking Essentials,TilSona Til Oil,1.8,10,2,1.62,500,FALSE,500,low,1000
Munchies,TilSona Til Oil,1.8,10,2,1.62,500,FALSE,500,low,1000
Packaged Food,Figaro Pitted Black Olive ,1.79,0,6,1.79,450,FALSE,450,low,2700
Ice Cream & Desserts,Figaro Pitted Black Olive ,1.79,0,6,1.79,450,FALSE,450,low,2700
Chocolates & Candies,Figaro Pitted Black Olive ,1.79,0,6,1.79,450,FALSE,450,low,2700
Packaged Food,Figaro Plain Green Olive ,1.79,0,6,1.79,450,FALSE,450,low,2700
Ice Cream & Desserts,Figaro Plain Green Olive ,1.79,0,6,1.79,450,FALSE,450,low,2700
Chocolates & Candies,Figaro Plain Green Olive ,1.79,0,6,1.79,450,FALSE,450,low,2700
Packaged Food,Figaro Sliced Black Olive ,1.79,0,6,1.79,450,FALSE,450,low,2700
Ice Cream & Desserts,Figaro Sliced Black Olive ,1.79,0,6,1.79,450,FALSE,450,low,2700
Chocolates & Candies,Figaro Sliced Black Olive ,1.79,0,6,1.79,450,FALSE,450,low,2700
Home & Cleaning,Oxi Green Floor Cleaner - Citrus ,1.79,10,6,1.61,1000,FALSE,1,low,6000
Home & Cleaning,Oxi Green Floor Cleaner - Floral,1.79,10,6,1.61,1000,FALSE,1,low,6000
Cooking Essentials,Tata Sampann Unpolished Toor Dal/Arhar Dal,1.79,1,0,1.77,1000,TRUE,200,low,0
Munchies,Tata Sampann Unpolished Toor Dal/Arhar Dal,1.79,1,0,1.77,1000,TRUE,200,low,0
Personal Care,Chik Hairfall Prevent Egg Shampoo,1.78,0,6,1.78,340,FALSE,340,low,2040
Paan Corner,Chik Hairfall Prevent Egg Shampoo,1.78,0,6,1.78,340,FALSE,340,low,2040
Home & Cleaning,"Harpic Disinfectant Toilet Cleaner Liquid, Original - 1 L",1.78,0,6,1.78,1000,FALSE,1,low,6000
Fruits & Vegetables,Apple Washington,1.77,15,3,1.49,232,FALSE,4,low,696
Fruits & Vegetables,Avocado Indian Premium,1.77,15,3,1.49,58,FALSE,1,low,174
Personal Care,Fiama Di Wills Lemongrass & Jojoba Gel Bar,1.76,10,6,1.58,375,FALSE,375,low,2250
Paan Corner,Fiama Di Wills Lemongrass & Jojoba Gel Bar,1.76,10,6,1.58,375,FALSE,375,low,2250
Personal Care,Fiama Peach & Avocado Gel Bar,1.76,10,3,1.58,375,FALSE,375,low,1125
Paan Corner,Fiama Peach & Avocado Gel Bar,1.76,10,3,1.58,375,FALSE,375,low,1125
Cooking Essentials,Cadbury Hot Chocolate,1.75,5,6,1.66,200,FALSE,200,low,1200
Munchies,Cadbury Hot Chocolate,1.75,5,6,1.66,200,FALSE,200,low,1200
Cooking Essentials,Fortune Biriyani Special Basmati Rice,1.75,0,5,1.75,1000,FALSE,1,low,5000
Munchies,Fortune Biriyani Special Basmati Rice,1.75,0,5,1.75,1000,FALSE,1,low,5000
Home & Cleaning,Gala Microfiber Magic Cloth 2-In-1,1.75,9,6,1.58,58,FALSE,1,low,348
Home & Cleaning,Godrej Ezee Liquid Detergent,1.75,0,6,1.75,1000,FALSE,1,low,6000
"Meats, Fish & Eggs",Godrej Real Good Chicken Curry Cut,1.75,9,3,1.58,500,FALSE,500,low,1500
"Meats, Fish & Eggs",Godrej Real Good Chicken Lollypop,1.75,9,1,1.58,580,FALSE,10,low,580
Packaged Food,Kellogg's Real Almond & Honey Corn Flakes,1.75,9,6,1.58,300,FALSE,300,low,1800
Ice Cream & Desserts,Kellogg's Real Almond & Honey Corn Flakes,1.75,9,6,1.58,300,FALSE,300,low,1800
Chocolates & Candies,Kellogg's Real Almond & Honey Corn Flakes,1.75,9,6,1.58,300,FALSE,300,low,1800
Packaged Food,McCain French Fries Crisp & Delicious,1.75,4,3,1.67,750,FALSE,750,low,2250
Ice Cream & Desserts,McCain French Fries Crisp & Delicious,1.75,4,3,1.67,750,FALSE,750,low,2250
Chocolates & Candies,McCain French Fries Crisp & Delicious,1.75,4,3,1.67,750,FALSE,750,low,2250
Packaged Food,MTR Paneer Butter Masala & Veg Pulao,1.75,9,4,1.58,375,FALSE,375,low,1500
Ice Cream & Desserts,MTR Paneer Butter Masala & Veg Pulao,1.75,9,4,1.58,375,FALSE,375,low,1500
Chocolates & Candies,MTR Paneer Butter Masala & Veg Pulao,1.75,9,4,1.58,375,FALSE,375,low,1500
Personal Care,Nivea Creme All Season Multi-Purpose Cream ,1.75,10,4,1.57,100,FALSE,100,low,400
Paan Corner,Nivea Creme All Season Multi-Purpose Cream ,1.75,10,4,1.57,100,FALSE,100,low,400
Personal Care,"Nivea Creme, All Season Multi-Purpose Cream",1.75,9,6,1.58,100,FALSE,100,low,600
Paan Corner,"Nivea Creme, All Season Multi-Purpose Cream",1.75,9,6,1.58,100,FALSE,100,low,600
Packaged Food,Pedigree Dentastix  Dog Treat Oral Care for Adult Medium Breed ,1.75,20,6,1.4,180,FALSE,180,low,1080
Ice Cream & Desserts,Pedigree Dentastix  Dog Treat Oral Care for Adult Medium Breed ,1.75,20,6,1.4,180,FALSE,180,low,1080
Chocolates & Candies,Pedigree Dentastix  Dog Treat Oral Care for Adult Medium Breed ,1.75,20,6,1.4,180,FALSE,180,low,1080
Cooking Essentials,Pillsbury Oven Cake Mix - Vanilla,1.75,10,6,1.56,225,FALSE,225,low,1350
Munchies,Pillsbury Oven Cake Mix - Vanilla,1.75,10,6,1.56,225,FALSE,225,low,1350
Health & Hygiene,Savlon Clothes Disinfectant & Refreshing Spray Fresh Breeze,1.75,10,6,1.57,230,FALSE,230,low,1380
Personal Care,Stayfree Advanced XL Ultra Comfort Sanitary napkins with Wings,1.75,0,3,1.75,812,FALSE,14,low,2436
Paan Corner,Stayfree Advanced XL Ultra Comfort Sanitary napkins with Wings,1.75,0,3,1.75,812,FALSE,14,low,2436
Health & Hygiene,Stayfree Advanced XL Ultra Comfort Sanitary napkins with Wings,1.75,0,3,1.75,812,FALSE,14,low,2436
Packaged Food,Tong Garden Wasabi Green Peas,1.75,4,6,1.67,150,FALSE,150,low,900
Ice Cream & Desserts,Tong Garden Wasabi Green Peas,1.75,4,6,1.67,150,FALSE,150,low,900
Chocolates & Candies,Tong Garden Wasabi Green Peas,1.75,4,6,1.67,150,FALSE,150,low,900
Personal Care,Whisper Ultra Clean XL Plus Sanitary Pad,1.75,0,5,1.75,870,FALSE,15,low,4350
Paan Corner,Whisper Ultra Clean XL Plus Sanitary Pad,1.75,0,5,1.75,870,FALSE,15,low,4350
Health & Hygiene,Whisper Ultra Clean XL Plus Sanitary Pad,1.75,0,5,1.75,870,FALSE,15,low,4350
Cooking Essentials,RRO Til Dil Premium Til Oil Bottle,1.73,6,6,1.62,500,FALSE,500,low,3000
Munchies,RRO Til Dil Premium Til Oil Bottle,1.73,6,6,1.62,500,FALSE,500,low,3000
Cooking Essentials,24 Mantra Organic Black Pepper,1.7,7,6,1.57,100,FALSE,100,low,600
Munchies,24 Mantra Organic Black Pepper,1.7,7,6,1.57,100,FALSE,100,low,600
Personal Care,Head & shoulders Anti Dandruff Shampoo Cool Menthol,1.7,0,6,1.7,180,FALSE,180,low,1080
Paan Corner,Head & shoulders Anti Dandruff Shampoo Cool Menthol,1.7,0,6,1.7,180,FALSE,180,low,1080
Personal Care,Himalaya Gentle Baby Shampoo,1.7,14,6,1.46,200,FALSE,200,low,1200
Paan Corner,Himalaya Gentle Baby Shampoo,1.7,14,6,1.46,200,FALSE,200,low,1200
Personal Care,Himalaya Purifying Neem Face Wash,1.7,10,6,1.53,150,FALSE,150,low,900
Paan Corner,Himalaya Purifying Neem Face Wash,1.7,10,6,1.53,150,FALSE,150,low,900
Packaged Food,ITC Master Chef Chicken Galouti Kebab,1.7,4,2,1.62,210,FALSE,210,low,420
Ice Cream & Desserts,ITC Master Chef Chicken Galouti Kebab,1.7,4,2,1.62,210,FALSE,210,low,420
Chocolates & Candies,ITC Master Chef Chicken Galouti Kebab,1.7,4,2,1.62,210,FALSE,210,low,420
Packaged Food,ITC Master Chef Crispy Chicken Fries ,1.7,4,3,1.62,280,FALSE,280,low,840
Ice Cream & Desserts,ITC Master Chef Crispy Chicken Fries ,1.7,4,3,1.62,280,FALSE,280,low,840
Chocolates & Candies,ITC Master Chef Crispy Chicken Fries ,1.7,4,3,1.62,280,FALSE,280,low,840
Packaged Food,ITC Master Chef Veggie Pizza Pocket,1.7,4,4,1.62,340,FALSE,340,low,1360
Ice Cream & Desserts,ITC Master Chef Veggie Pizza Pocket,1.7,4,4,1.62,340,FALSE,340,low,1360
Chocolates & Candies,ITC Master Chef Veggie Pizza Pocket,1.7,4,4,1.62,340,FALSE,340,low,1360
Packaged Food,Kelloggs Chocos,1.7,5,4,1.6,385,FALSE,385,low,1540
Ice Cream & Desserts,Kelloggs Chocos,1.7,5,4,1.6,385,FALSE,385,low,1540
Chocolates & Candies,Kelloggs Chocos,1.7,5,4,1.6,385,FALSE,385,low,1540
Packaged Food,Maggi Hot & Sweet - Tomato Chilli Sauce,1.7,10,1,1.53,1000,FALSE,1,low,1000
Ice Cream & Desserts,Maggi Hot & Sweet - Tomato Chilli Sauce,1.7,10,1,1.53,1000,FALSE,1,low,1000
Chocolates & Candies,Maggi Hot & Sweet - Tomato Chilli Sauce,1.7,10,1,1.53,1000,FALSE,1,low,1000
Cooking Essentials,Pillsbury Rich Choco Oven Cake Mix - Egg Free,1.7,6,6,1.59,270,FALSE,270,low,1620
Munchies,Pillsbury Rich Choco Oven Cake Mix - Egg Free,1.7,6,6,1.59,270,FALSE,270,low,1620
Cooking Essentials,Praakritik Organic Basmati Rice,1.7,0,5,1.7,500,FALSE,500,low,2500
Munchies,Praakritik Organic Basmati Rice,1.7,0,5,1.7,500,FALSE,500,low,2500
Cooking Essentials,Praakritik Organic Besan,1.7,6,6,1.59,500,FALSE,500,low,3000
Munchies,Praakritik Organic Besan,1.7,6,6,1.59,500,FALSE,500,low,3000
Home & Cleaning,Surf Excel Easy Wash Detergent Liquid,1.7,0,6,1.69,1000,FALSE,1,low,6000
"Dairy, Bread & Batter",D'lecta Cream Cheese,1.69,4,4,1.61,150,FALSE,150,low,600
Beverages,D'lecta Cream Cheese,1.69,4,4,1.61,150,FALSE,150,low,600
"Dairy, Bread & Batter",Funfoods Peanut Butter Creamy,1.69,0,1,1.69,400,FALSE,400,low,400
Beverages,Funfoods Peanut Butter Creamy,1.69,0,1,1.69,400,FALSE,400,low,400
Packaged Food,Funfoods Peanut Butter Creamy,1.69,0,1,1.69,400,FALSE,400,low,400
Ice Cream & Desserts,Funfoods Peanut Butter Creamy,1.69,0,1,1.69,400,FALSE,400,low,400
Chocolates & Candies,Funfoods Peanut Butter Creamy,1.69,0,1,1.69,400,FALSE,400,low,400
"Dairy, Bread & Batter",Funfoods Peanut Butter Crunchy,1.69,7,1,1.56,400,FALSE,400,low,400
Beverages,Funfoods Peanut Butter Crunchy,1.69,7,1,1.56,400,FALSE,400,low,400
Packaged Food,Funfoods Peanut Butter Crunchy,1.69,7,1,1.56,400,FALSE,400,low,400
Ice Cream & Desserts,Funfoods Peanut Butter Crunchy,1.69,7,1,1.56,400,FALSE,400,low,400
Chocolates & Candies,Funfoods Peanut Butter Crunchy,1.69,7,1,1.56,400,FALSE,400,low,400
Packaged Food,Soulfull Ragi Bites Choco Fills,1.69,5,4,1.6,250,FALSE,250,low,1000
Ice Cream & Desserts,Soulfull Ragi Bites Choco Fills,1.69,5,4,1.6,250,FALSE,250,low,1000
Chocolates & Candies,Soulfull Ragi Bites Choco Fills,1.69,5,4,1.6,250,FALSE,250,low,1000
Packaged Food,Soulfull Vanilla Fills - Ragi Bites,1.69,5,6,1.6,250,FALSE,250,low,1500
Ice Cream & Desserts,Soulfull Vanilla Fills - Ragi Bites,1.69,5,6,1.6,250,FALSE,250,low,1500
Chocolates & Candies,Soulfull Vanilla Fills - Ragi Bites,1.69,5,6,1.6,250,FALSE,250,low,1500
Packaged Food,Veeba Mint Mayonnaise,1.69,8,4,1.55,300,FALSE,300,low,1200
Ice Cream & Desserts,Veeba Mint Mayonnaise,1.69,8,4,1.55,300,FALSE,300,low,1200
Chocolates & Candies,Veeba Mint Mayonnaise,1.69,8,4,1.55,300,FALSE,300,low,1200
Personal Care,Dettol Original Germ Protection Bathing Soap Bar,1.66,5,4,1.57,375,FALSE,375,low,1500
Paan Corner,Dettol Original Germ Protection Bathing Soap Bar,1.66,5,4,1.57,375,FALSE,375,low,1500
"Meats, Fish & Eggs",Fresh Chicken Whole Leg - Skinless (Halal),1.65,4,1,1.57,500,FALSE,500,low,500
Personal Care,Himalaya Baby Lotion,1.65,12,3,1.45,200,FALSE,200,low,600
Paan Corner,Himalaya Baby Lotion,1.65,12,3,1.45,200,FALSE,200,low,600
Personal Care,Himalaya Gentle Baby Bath,1.65,9,6,1.5,200,FALSE,200,low,1200
Paan Corner,Himalaya Gentle Baby Bath,1.65,9,6,1.5,200,FALSE,200,low,1200
Personal Care,Johnson's Baby Top To Toe Bath Body Wash,1.65,0,4,1.65,210,FALSE,210,low,840
Paan Corner,Johnson's Baby Top To Toe Bath Body Wash,1.65,0,4,1.65,210,FALSE,210,low,840
Packaged Food,Kissan Pineapple Jam,1.65,9,1,1.49,500,FALSE,500,low,500
Ice Cream & Desserts,Kissan Pineapple Jam,1.65,9,1,1.49,500,FALSE,500,low,500
Chocolates & Candies,Kissan Pineapple Jam,1.65,9,1,1.49,500,FALSE,500,low,500
Cooking Essentials,MTR Uttapam Mix,1.65,5,6,1.56,500,FALSE,500,low,3000
Munchies,MTR Uttapam Mix,1.65,5,6,1.56,500,FALSE,500,low,3000
Home & Cleaning,Nimyle Lemongrass Floor Cleaner,1.65,5,5,1.56,975,FALSE,975,low,4875
Cooking Essentials,Pillsbury Oven Cake Mix - Rich Chocolate,1.65,10,5,1.47,285,FALSE,285,low,1425
Munchies,Pillsbury Oven Cake Mix - Rich Chocolate,1.65,10,5,1.47,285,FALSE,285,low,1425
Cooking Essentials,Praakritik Organic Kapli Wheat Atta,1.65,10,6,1.47,1000,FALSE,1,low,6000
Munchies,Praakritik Organic Kapli Wheat Atta,1.65,10,6,1.47,1000,FALSE,1,low,6000
Health & Hygiene,Savlon Surface Disinfectant Spray,1.65,10,6,1.48,170,FALSE,170,low,1020
"Meats, Fish & Eggs",Zorabian Pre Cut Chicken Skinless (Half),1.65,0,1,1.65,500,FALSE,500,low,500
Home & Cleaning,Air Wick Room Air Freshener Spray - Lavender & Lotus,1.61,5,6,1.52,245,FALSE,245,low,1470
Home & Cleaning,Airwick Room Air Freshener Spray - Rose & Saffron,1.61,5,5,1.52,245,FALSE,245,low,1225
Home & Cleaning,Airwick Room Air Freshener Spray Cool Water & Aloe Vera,1.61,5,6,1.52,245,FALSE,245,low,1470
Packaged Food,Veeba Chipolte Southwest Dressing,1.61,7,4,1.49,300,FALSE,300,low,1200
Ice Cream & Desserts,Veeba Chipolte Southwest Dressing,1.61,7,4,1.49,300,FALSE,300,low,1200
Chocolates & Candies,Veeba Chipolte Southwest Dressing,1.61,7,4,1.49,300,FALSE,300,low,1200
