Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,weight,total inventory weight
Ice Cream & Desserts,Kitchens of India Dal Makhani,1.1,30,2,0.77,285,FALSE,285,low,570
Ice Cream & Desserts,Kitchens Of India Dal Makhani,1.1,30,1,0.77,285,FALSE,285,low,285
Chocolates & Candies,Kitchens of India Dal Makhani,1.1,30,2,0.77,285,FALSE,285,low,570
Chocolates & Candies,Kitchens Of India Dal Makhani,1.1,30,1,0.77,285,FALSE,285,low,285
Packaged Food,Kitchens Of India Rajma Masala,1.1,30,5,0.77,285,FALSE,285,low,1425
Ice Cream & Desserts,Kitchens Of India Rajma Masala,1.1,30,5,0.77,285,FALSE,285,low,1425
Chocolates & Candies,Kitchens Of India Rajma Masala,1.1,30,5,0.77,285,FALSE,285,low,1425
Packaged Food,Kitchens Of India Yellow Dal Tadka,1.1,30,6,0.77,285,FALSE,285,low,1710
Ice Cream & Desserts,Kitchens Of India Yellow Dal Tadka,1.1,30,6,0.77,285,FALSE,285,low,1710
Chocolates & Candies,Kitchens Of India Yellow Dal Tadka,1.1,30,6,0.77,285,FALSE,285,low,1710
"Dairy, Bread & Batter",Laughing Cow Cheese 8 Portion 120Gm Imported,1.1,0,6,1.1,120,FALSE,120,low,720
Beverages,Laughing Cow Cheese 8 Portion 120Gm Imported,1.1,0,6,1.1,120,FALSE,120,low,720
Packaged Food,McCain Aloo Tikki,1.1,4,6,1.05,400,FALSE,400,low,2400
Ice Cream & Desserts,McCain Aloo Tikki,1.1,4,6,1.05,400,FALSE,400,low,2400
Chocolates & Candies,McCain Aloo Tikki,1.1,4,6,1.05,400,FALSE,400,low,2400
Packaged Food,MTR Dal Fry,1.1,0,5,1.1,300,FALSE,300,low,1500
Ice Cream & Desserts,MTR Dal Fry,1.1,0,5,1.1,300,FALSE,300,low,1500
Chocolates & Candies,MTR Dal Fry,1.1,0,5,1.1,300,FALSE,300,low,1500
Packaged Food,MTR Dal Makhani,1.1,0,4,1.1,300,FALSE,300,low,1200
Ice Cream & Desserts,MTR Dal Makhani,1.1,0,4,1.1,300,FALSE,300,low,1200
Chocolates & Candies,MTR Dal Makhani,1.1,0,4,1.1,300,FALSE,300,low,1200
Packaged Food,MTR Ready to Eat Pav Bhaji,1.1,0,6,1.1,300,FALSE,300,low,1800
Ice Cream & Desserts,MTR Ready to Eat Pav Bhaji,1.1,0,6,1.1,300,FALSE,300,low,1800
Chocolates & Candies,MTR Ready to Eat Pav Bhaji,1.1,0,6,1.1,300,FALSE,300,low,1800
Personal Care,Patanjali Kesh Kanti Anti Dandruff Hair Cleanser,1.1,0,6,1.1,200,FALSE,200,low,1200
Paan Corner,Patanjali Kesh Kanti Anti Dandruff Hair Cleanser,1.1,0,6,1.1,200,FALSE,200,low,1200
Cooking Essentials,Praakritik Organic Garlic Powder,1.1,1,5,1.08,100,FALSE,100,low,500
Munchies,Praakritik Organic Garlic Powder,1.1,1,5,1.08,100,FALSE,100,low,500
Cooking Essentials,Praakritik Organic Jowar Atta,1.1,6,6,1.03,500,FALSE,500,low,3000
Munchies,Praakritik Organic Jowar Atta,1.1,6,6,1.03,500,FALSE,500,low,3000
Fruits & Vegetables,Safal Frozen - Mixed Vegetables,1.1,4,2,1.05,1000,FALSE,1,low,2000
Packaged Food,Safal Frozen - Mixed Vegetables,1.1,4,2,1.05,1000,FALSE,1,low,2000
Ice Cream & Desserts,Safal Frozen - Mixed Vegetables,1.1,4,2,1.05,1000,FALSE,1,low,2000
Chocolates & Candies,Safal Frozen - Mixed Vegetables,1.1,4,2,1.05,1000,FALSE,1,low,2000
Packaged Food,Switz Paratha Puff,1.1,4,6,1.05,400,FALSE,400,low,2400
Ice Cream & Desserts,Switz Paratha Puff,1.1,4,6,1.05,400,FALSE,400,low,2400
Chocolates & Candies,Switz Paratha Puff,1.1,4,6,1.05,400,FALSE,400,low,2400
"Dairy, Bread & Batter",The Laughing Cow Cheese Spread Plain,1.1,0,6,1.1,180,FALSE,180,low,1080
Beverages,The Laughing Cow Cheese Spread Plain,1.1,0,6,1.1,180,FALSE,180,low,1080
Packaged Food,The Laughing Cow Cheese Spread Plain,1.1,0,6,1.1,180,FALSE,180,low,1080
Ice Cream & Desserts,The Laughing Cow Cheese Spread Plain,1.1,0,6,1.1,180,FALSE,180,low,1080
Chocolates & Candies,The Laughing Cow Cheese Spread Plain,1.1,0,6,1.1,180,FALSE,180,low,1080
"Dairy, Bread & Batter",Amul Pizza Cheese Processed,1.09,4,6,1.04,200,FALSE,200,low,1200
Beverages,Amul Pizza Cheese Processed,1.09,4,6,1.04,200,FALSE,200,low,1200
Personal Care,Dettol Original Liquid Handwash Refill,1.09,3,0,1.05,750,TRUE,750,low,0
Paan Corner,Dettol Original Liquid Handwash Refill,1.09,3,0,1.05,750,TRUE,750,low,0
Personal Care,Dettol SKincare Handwash Value Refill,1.09,3,6,1.05,750,FALSE,750,low,4500
Paan Corner,Dettol SKincare Handwash Value Refill,1.09,3,6,1.05,750,FALSE,750,low,4500
Cooking Essentials,Keya Italian Pizza Oregano,1.09,11,0,0.97,80,TRUE,80,low,0
Munchies,Keya Italian Pizza Oregano,1.09,11,0,0.97,80,TRUE,80,low,0
Cooking Essentials,Keya Italian Seasoning,1.09,10,6,0.98,35,FALSE,35,low,210
Munchies,Keya Italian Seasoning,1.09,10,6,0.98,35,FALSE,35,low,210
Cooking Essentials,Keya Oregano,1.09,10,5,0.98,9,FALSE,9,low,45
Munchies,Keya Oregano,1.09,10,5,0.98,9,FALSE,9,low,45
Cooking Essentials,Keya Piri Piri | Exotic Spices Mix,1.09,20,6,0.87,80,FALSE,80,low,480
Munchies,Keya Piri Piri | Exotic Spices Mix,1.09,20,6,0.87,80,FALSE,80,low,480
Cooking Essentials,Keya Pizza Seasoning,1.09,17,6,0.9,45,FALSE,45,low,270
Munchies,Keya Pizza Seasoning,1.09,17,6,0.9,45,FALSE,45,low,270
Cooking Essentials,Ching's Secret Veg Hakka Noodles,1.07,0,0,1.07,600,TRUE,600,low,0
Munchies,Ching's Secret Veg Hakka Noodles,1.07,0,0,1.07,600,TRUE,600,low,0
Packaged Food,Ching's Secret Veg Hakka Noodles,1.07,0,0,1.07,600,TRUE,600,low,0
Ice Cream & Desserts,Ching's Secret Veg Hakka Noodles,1.07,0,0,1.07,600,TRUE,600,low,0
Chocolates & Candies,Ching's Secret Veg Hakka Noodles,1.07,0,0,1.07,600,TRUE,600,low,0
Home & Cleaning,Oxi Green Max Force Green Concentrate,1.07,10,3,0.96,500,FALSE,500,low,1500
"Dairy, Bread & Batter",Amul Processed Cheese Block,1.06,0,6,1.06,200,FALSE,200,low,1200
Beverages,Amul Processed Cheese Block,1.06,0,6,1.06,200,FALSE,200,low,1200
"Dairy, Bread & Batter",Amul Processed Cheese Cubes,1.06,4,6,1.01,200,FALSE,200,low,1200
Beverages,Amul Processed Cheese Cubes,1.06,4,6,1.01,200,FALSE,200,low,1200
Fruits & Vegetables,Pomegranate ,1.06,16,3,0.89,116,FALSE,2,low,348
Cooking Essentials,24 Mantra Organic Roasted Bengal Gram Dal,1.05,7,6,0.97,500,FALSE,500,low,3000
Munchies,24 Mantra Organic Roasted Bengal Gram Dal,1.05,7,6,0.97,500,FALSE,500,low,3000
Home & Cleaning,Chakaachak Eazo Grass Broom New ,1.05,2,0,1.02,58,TRUE,1,low,0
Packaged Food,Ching's Secret Green Chilli Sauce,1.05,0,6,1.05,425,FALSE,425,low,2550
Ice Cream & Desserts,Ching's Secret Green Chilli Sauce,1.05,0,6,1.05,425,FALSE,425,low,2550
Chocolates & Candies,Ching's Secret Green Chilli Sauce,1.05,0,6,1.05,425,FALSE,425,low,2550
Packaged Food,Ching's Secret Red Chilli Sauce,1.05,0,4,1.05,440,FALSE,440,low,1760
Ice Cream & Desserts,Ching's Secret Red Chilli Sauce,1.05,0,4,1.05,440,FALSE,440,low,1760
Chocolates & Candies,Ching's Secret Red Chilli Sauce,1.05,0,4,1.05,440,FALSE,440,low,1760
Personal Care,Clinic Plus Strength & Shine Shampoo With Egg Protein ,1.05,0,2,1.05,175,FALSE,175,low,350
Paan Corner,Clinic Plus Strength & Shine Shampoo With Egg Protein ,1.05,0,2,1.05,175,FALSE,175,low,350
Health & Hygiene,Dabur Honitus Herbal Cough Remedy Ayurvedic Syrup,1.05,15,0,0.89,100,TRUE,100,low,0
"Dairy, Bread & Batter",iD Natural Paneer,1.05,5,6,0.99,200,FALSE,200,low,1200
Beverages,iD Natural Paneer,1.05,5,6,0.99,200,FALSE,200,low,1200
Personal Care,Johnson's Baby Soap,1.05,0,6,1.05,150,FALSE,150,low,900
Paan Corner,Johnson's Baby Soap,1.05,0,6,1.05,150,FALSE,150,low,900
Packaged Food,Maggi Rich Tomato Ketchup,1.05,4,2,1,500,FALSE,500,low,1000
Ice Cream & Desserts,Maggi Rich Tomato Ketchup,1.05,4,2,1,500,FALSE,500,low,1000
Chocolates & Candies,Maggi Rich Tomato Ketchup,1.05,4,2,1,500,FALSE,500,low,1000
Packaged Food,MTR Roasted Vermicelli ,1.05,0,4,1.05,850,FALSE,850,low,3400
Ice Cream & Desserts,MTR Roasted Vermicelli ,1.05,0,4,1.05,850,FALSE,850,low,3400
Chocolates & Candies,MTR Roasted Vermicelli ,1.05,0,4,1.05,850,FALSE,850,low,3400
Biscuits,Open Secret Assorted Story Box,1.05,22,4,0.81,75,FALSE,75,low,300
Biscuits,Open Secret Choco Almond Story Box,1.05,22,0,0.81,75,TRUE,75,low,0
Biscuits,Open Secret Peanut Butter Story Box,1.05,22,6,0.81,75,FALSE,75,low,450
Biscuits,Open Secret White Choco Story Box,1.05,22,6,0.81,75,FALSE,75,low,450
Home & Cleaning,Oxi Green Dish Wash Liquid - Lemon,1.05,6,6,0.98,500,FALSE,500,low,3000
Health & Hygiene,Vicks BabyRub,1.05,11,6,0.93,25,FALSE,25,low,150
Health & Hygiene,Vicks Inhaler with Keychain,1.05,9,4,0.95,116,FALSE,2,low,464
Personal Care,Whisper Daily Liners Clean and Fresh,1.05,0,4,1.05,1160,FALSE,20,medium,4640
Paan Corner,Whisper Daily Liners Clean and Fresh,1.05,0,4,1.05,1160,FALSE,20,medium,4640
Health & Hygiene,Whisper Daily Liners Clean and Fresh,1.05,0,4,1.05,1160,FALSE,20,medium,4640
Packaged Food,Veeba Hot Sweet Tomato Chilli Sauce,1.04,20,3,0.83,500,FALSE,500,low,1500
Ice Cream & Desserts,Veeba Hot Sweet Tomato Chilli Sauce,1.04,20,3,0.83,500,FALSE,500,low,1500
Chocolates & Candies,Veeba Hot Sweet Tomato Chilli Sauce,1.04,20,3,0.83,500,FALSE,500,low,1500
Home & Cleaning,Lizol Disinfectant Surface & Floor Cleaner Liquid Floral,1.03,5,6,0.97,500,FALSE,500,low,3000
Home & Cleaning,Lizol Disinfectant Surface & Floor Cleaner Liquid Jasmine,1.03,5,6,0.97,500,FALSE,500,low,3000
Cooking Essentials,Pillsbury Atta/Godihittu - Chakki Fresh,1.02,7,4,0.94,2000,FALSE,2,medium,8000
Munchies,Pillsbury Atta/Godihittu - Chakki Fresh,1.02,7,4,0.94,2000,FALSE,2,medium,8000
Home & Cleaning,Pril Power Of Active Boosters,1.02,0,1,1.02,400,FALSE,400,low,400
Cooking Essentials,Pro Nature Organic Sonamasoori Brown Rice,1.02,7,0,0.94,1000,TRUE,1,low,0
Munchies,Pro Nature Organic Sonamasoori Brown Rice,1.02,7,0,0.94,1000,TRUE,1,low,0
Cooking Essentials,Satyam Nighties Spices  Chilli Kashmiri,1.02,6,6,0.95,100,FALSE,100,low,600
Munchies,Satyam Nighties Spices  Chilli Kashmiri,1.02,6,6,0.95,100,FALSE,100,low,600
Personal Care,Colgate Max Fresh Cooling Crystals Toothpaste,1.01,5,2,0.95,150,FALSE,150,low,300
Paan Corner,Colgate Max Fresh Cooling Crystals Toothpaste,1.01,5,2,0.95,150,FALSE,150,low,300
Home & Cleaning,Hit Cockroach Killer Spray ,1.01,2,4,0.98,200,FALSE,200,low,800
Cooking Essentials,Tata Sampann Unpolished Urad Whole,1.01,6,4,0.94,500,FALSE,500,low,2000
Munchies,Tata Sampann Unpolished Urad Whole,1.01,6,4,0.94,500,FALSE,500,low,2000
Health & Hygiene,Amrutanjan Pain Balm Extra Power,1,11,6,0.89,28,FALSE,27,low,168
"Dairy, Bread & Batter",Amul Pizza Cheese - Mozzarella,1,1,0,0.99,200,TRUE,200,low,0
Beverages,Amul Pizza Cheese - Mozzarella,1,1,0,0.99,200,TRUE,200,low,0
Biscuits,Britannia Treat Jimjam Family Pack (Buy 4 Get 1 Free),1,0,6,1,500,FALSE,500,low,3000
Cooking Essentials,Catch Black Pepper Sprinkler,1,0,1,1,50,FALSE,50,low,50
Munchies,Catch Black Pepper Sprinkler,1,0,1,1,50,FALSE,50,low,50
Personal Care,Dabur Meswak Toothpaste,1,0,1,1,200,FALSE,200,low,200
Paan Corner,Dabur Meswak Toothpaste,1,0,1,1,200,FALSE,200,low,200
Personal Care,Dettol Hand Sanitizer,1,5,6,0.95,200,FALSE,200,low,1200
Paan Corner,Dettol Hand Sanitizer,1,5,6,0.95,200,FALSE,200,low,1200
Health & Hygiene,Dettol Hand Sanitizer,1,5,6,0.95,200,FALSE,200,low,1200
"Dairy, Bread & Batter",D'lecta Natural Feta Cheese Block,1,5,4,0.95,100,FALSE,100,low,400
Beverages,D'lecta Natural Feta Cheese Block,1,5,4,0.95,100,FALSE,100,low,400
"Dairy, Bread & Batter",D'lecta Shredded Mozzarella Cheese,1,5,0,0.95,140,TRUE,140,low,0
Beverages,D'lecta Shredded Mozzarella Cheese,1,5,0,0.95,140,TRUE,140,low,0
"Dairy, Bread & Batter",Go Cheese Processed Angles Plain,1,5,6,0.95,160,FALSE,160,low,960
Beverages,Go Cheese Processed Angles Plain,1,5,6,0.95,160,FALSE,160,low,960
Personal Care,Godrej No.1 Bathing Soap – Lime & Aloe Vera,1,16,0,0.84,500,TRUE,100,low,0
Paan Corner,Godrej No.1 Bathing Soap – Lime & Aloe Vera,1,16,0,0.84,500,TRUE,100,low,0
Personal Care,Himalaya Moisturising Aloe Vera Facial Wipes,1,10,6,0.9,25,FALSE,25,low,150
Paan Corner,Himalaya Moisturising Aloe Vera Facial Wipes,1,10,6,0.9,25,FALSE,25,low,150
Cooking Essentials,Jivana Jaggery,1,0,2,1,950,FALSE,950,low,1900
Munchies,Jivana Jaggery,1,0,2,1,950,FALSE,950,low,1900
Personal Care,Johnson's Baby Lotion,1,0,4,1,100,FALSE,100,low,400
Paan Corner,Johnson's Baby Lotion,1,0,4,1,100,FALSE,100,low,400
Cooking Essentials,Maggi Coconut Milkpowder,1,0,6,1,100,FALSE,100,low,600
Munchies,Maggi Coconut Milkpowder,1,0,6,1,100,FALSE,100,low,600
Home & Cleaning,Mangalam Camphor,1,10,6,0.9,50,FALSE,50,low,300
Cooking Essentials,Pillsbury Cooker Cake Mix - Choco,1,11,6,0.89,159,FALSE,159,low,954
Munchies,Pillsbury Cooker Cake Mix - Choco,1,11,6,0.89,159,FALSE,159,low,954
Cooking Essentials,Popular Essentials Black Cardamom/Elaichi ,1,10,6,0.9,50,FALSE,50,low,300
Munchies,Popular Essentials Black Cardamom/Elaichi ,1,10,6,0.9,50,FALSE,50,low,300
Cooking Essentials,Popular Essentials Black Pepper,1,10,5,0.9,100,FALSE,100,low,500
Munchies,Popular Essentials Black Pepper,1,10,5,0.9,100,FALSE,100,low,500
Cooking Essentials,Popular Essentials Pink Rajma,1,10,6,0.9,500,FALSE,500,low,3000
Munchies,Popular Essentials Pink Rajma,1,10,6,0.9,500,FALSE,500,low,3000
Cooking Essentials,Popular Essentials Samba Broken Wheat,1,11,6,0.89,500,FALSE,500,low,3000
Munchies,Popular Essentials Samba Broken Wheat,1,11,6,0.89,500,FALSE,500,low,3000
Fruits & Vegetables,Potato,1,16,3,0.84,3000,FALSE,3,medium,9000
Packaged Food,The Whole Truth Cranberry Protein Bar No Sugar,1,26,6,0.74,52,FALSE,52,low,312
Ice Cream & Desserts,The Whole Truth Cranberry Protein Bar No Sugar,1,26,6,0.74,52,FALSE,52,low,312
Chocolates & Candies,The Whole Truth Cranberry Protein Bar No Sugar,1,26,6,0.74,52,FALSE,52,low,312
Packaged Food,The Whole Truth Double Cocoa Protein Bar No Sugar,1,10,6,0.9,52,FALSE,52,low,312
Ice Cream & Desserts,The Whole Truth Double Cocoa Protein Bar No Sugar,1,10,6,0.9,52,FALSE,52,low,312
Chocolates & Candies,The Whole Truth Double Cocoa Protein Bar No Sugar,1,10,6,0.9,52,FALSE,52,low,312
Packaged Food,The Whole Truth Peanut Cocoa Protein Bar No Sugar,1,26,6,0.74,52,FALSE,52,low,312
Ice Cream & Desserts,The Whole Truth Peanut Cocoa Protein Bar No Sugar,1,26,6,0.74,52,FALSE,52,low,312
Chocolates & Candies,The Whole Truth Peanut Cocoa Protein Bar No Sugar,1,26,6,0.74,52,FALSE,52,low,312
Personal Care,Colgate Zig Zag Charcoal Medium Toothbrush 4 Pcs,0.99,0,6,0.99,232,FALSE,4,low,1392
Paan Corner,Colgate Zig Zag Charcoal Medium Toothbrush 4 Pcs,0.99,0,6,0.99,232,FALSE,4,low,1392
Personal Care,Colgate Zigzag Charcoal Soft Bristle Toothbrush - 4 Pcs,0.99,0,6,0.99,232,FALSE,4,low,1392
Paan Corner,Colgate Zigzag Charcoal Soft Bristle Toothbrush - 4 Pcs,0.99,0,6,0.99,232,FALSE,4,low,1392
Health & Hygiene,Dabur - Chyawanprash,0.99,0,1,0.99,250,FALSE,25,low,250
Packaged Food,Del Monte Pizza & Pasta Sauce Spout Pack,0.99,0,3,0.99,400,FALSE,400,low,1200
Ice Cream & Desserts,Del Monte Pizza & Pasta Sauce Spout Pack,0.99,0,3,0.99,400,FALSE,400,low,1200
Chocolates & Candies,Del Monte Pizza & Pasta Sauce Spout Pack,0.99,0,3,0.99,400,FALSE,400,low,1200
Personal Care,Dettol Liquid Handwash With Free Liquid,0.99,0,6,0.99,200,FALSE,200,low,1200
Paan Corner,Dettol Liquid Handwash With Free Liquid,0.99,0,6,0.99,200,FALSE,200,low,1200
Cooking Essentials,Gits Gulab Jamun Instant Dessert Mix,0.99,10,6,0.89,200,FALSE,200,low,1200
Munchies,Gits Gulab Jamun Instant Dessert Mix,0.99,10,6,0.89,200,FALSE,200,low,1200
"Dairy, Bread & Batter",Go Cheese  Spread Plain,0.99,5,6,0.94,200,FALSE,200,low,1200
Beverages,Go Cheese  Spread Plain,0.99,5,6,0.94,200,FALSE,200,low,1200
Packaged Food,Go Cheese  Spread Plain,0.99,5,6,0.94,200,FALSE,200,low,1200
Ice Cream & Desserts,Go Cheese  Spread Plain,0.99,5,6,0.94,200,FALSE,200,low,1200
Chocolates & Candies,Go Cheese  Spread Plain,0.99,5,6,0.94,200,FALSE,200,low,1200
"Dairy, Bread & Batter",Go Cheese Spread - Four Pepper (Soft & Creamy),0.99,5,6,0.94,200,FALSE,200,low,1200
Beverages,Go Cheese Spread - Four Pepper (Soft & Creamy),0.99,5,6,0.94,200,FALSE,200,low,1200
Packaged Food,Go Cheese Spread - Four Pepper (Soft & Creamy),0.99,5,6,0.94,200,FALSE,200,low,1200
Ice Cream & Desserts,Go Cheese Spread - Four Pepper (Soft & Creamy),0.99,5,6,0.94,200,FALSE,200,low,1200
Chocolates & Candies,Go Cheese Spread - Four Pepper (Soft & Creamy),0.99,5,6,0.94,200,FALSE,200,low,1200
"Dairy, Bread & Batter",Go Cheese Spread - Garlic,0.99,5,6,0.94,200,FALSE,200,low,1200
Beverages,Go Cheese Spread - Garlic,0.99,5,6,0.94,200,FALSE,200,low,1200
Packaged Food,Go Cheese Spread - Garlic,0.99,5,6,0.94,200,FALSE,200,low,1200
Ice Cream & Desserts,Go Cheese Spread - Garlic,0.99,5,6,0.94,200,FALSE,200,low,1200
Chocolates & Candies,Go Cheese Spread - Garlic,0.99,5,6,0.94,200,FALSE,200,low,1200
Personal Care,Godrej Protekt,0.99,0,3,0.99,750,FALSE,750,low,2250
Paan Corner,Godrej Protekt,0.99,0,3,0.99,750,FALSE,750,low,2250
Personal Care,Godrej Protekt Germ Fighter Handwash,0.99,0,6,0.99,750,FALSE,750,low,4500
Paan Corner,Godrej Protekt Germ Fighter Handwash,0.99,0,6,0.99,750,FALSE,750,low,4500
Packaged Food,Kelloggs Chocos Fills Double Chocolat,0.99,11,6,0.88,175,FALSE,175,low,1050
Ice Cream & Desserts,Kelloggs Chocos Fills Double Chocolat,0.99,11,6,0.88,175,FALSE,175,low,1050
Chocolates & Candies,Kelloggs Chocos Fills Double Chocolat,0.99,11,6,0.88,175,FALSE,175,low,1050
Packaged Food,Kelloggs Corn Flakes,0.99,13,6,0.86,250,FALSE,250,low,1500
Ice Cream & Desserts,Kelloggs Corn Flakes,0.99,13,6,0.86,250,FALSE,250,low,1500
Chocolates & Candies,Kelloggs Corn Flakes,0.99,13,6,0.86,250,FALSE,250,low,1500
Cooking Essentials,On1y Black Salt Grinder,0.99,0,6,0.99,100,FALSE,100,low,600
Munchies,On1y Black Salt Grinder,0.99,0,6,0.99,100,FALSE,100,low,600
Cooking Essentials,On1y Mixed Herbs,0.99,0,6,0.99,14,FALSE,14,low,84
Munchies,On1y Mixed Herbs,0.99,0,6,0.99,14,FALSE,14,low,84
Cooking Essentials,On1y Pasta Seasoning,0.99,0,6,0.99,30,FALSE,30,low,180
Munchies,On1y Pasta Seasoning,0.99,0,6,0.99,30,FALSE,30,low,180
Cooking Essentials,On1y Pizza Seasoning,0.99,0,6,0.99,28,FALSE,28,low,168
Munchies,On1y Pizza Seasoning,0.99,0,6,0.99,28,FALSE,28,low,168
Personal Care,Oral-B Charcoal Deep Clean Stain Removal Toothbrush Medium,0.99,0,1,0.99,232,FALSE,4,low,232
Paan Corner,Oral-B Charcoal Deep Clean Stain Removal Toothbrush Medium,0.99,0,1,0.99,232,FALSE,4,low,232
Personal Care,Oral-B Charcoal Deep Clean Stain Removal Toothbrush Soft,0.99,0,3,0.99,232,FALSE,4,low,696
Paan Corner,Oral-B Charcoal Deep Clean Stain Removal Toothbrush Soft,0.99,0,3,0.99,232,FALSE,4,low,696
Personal Care,Palmolive Black Orchid And Milk Liquid Hand Wash,0.99,10,6,0.89,250,FALSE,250,low,1500
Paan Corner,Palmolive Black Orchid And Milk Liquid Hand Wash,0.99,10,6,0.89,250,FALSE,250,low,1500
Personal Care,Palmolive Naturals Sea Minerals Liquid Hand Wash,0.99,10,6,0.89,250,FALSE,250,low,1500
Paan Corner,Palmolive Naturals Sea Minerals Liquid Hand Wash,0.99,10,6,0.89,250,FALSE,250,low,1500
Cooking Essentials,Pillsbury Choco Chip Pancake Mix,0.99,5,6,0.94,165,FALSE,165,low,990
Munchies,Pillsbury Choco Chip Pancake Mix,0.99,5,6,0.94,165,FALSE,165,low,990
"Dairy, Bread & Batter",Pillsbury Choco Chip Pancake Mix,0.99,5,6,0.94,165,FALSE,165,low,990
Beverages,Pillsbury Choco Chip Pancake Mix,0.99,5,6,0.94,165,FALSE,165,low,990
"Dairy, Bread & Batter",Pillsbury Pancake Mix - Funfetti,0.99,11,0,0.88,162,TRUE,162,low,0
Beverages,Pillsbury Pancake Mix - Funfetti,0.99,11,0,0.88,162,TRUE,162,low,0
Personal Care,Savlon Moisture Shield Hand Wash,0.99,4,6,0.95,750,FALSE,750,low,4500
Paan Corner,Savlon Moisture Shield Hand Wash,0.99,4,6,0.95,750,FALSE,750,low,4500
Personal Care,Sebamed Cleansing Bar,0.99,10,4,0.89,100,FALSE,100,low,400
Paan Corner,Sebamed Cleansing Bar,0.99,10,4,0.89,100,FALSE,100,low,400
Cooking Essentials,Smith & Jones Garlic & Herbs Masala Mix,0.99,0,6,0.99,75,FALSE,75,low,450
Munchies,Smith & Jones Garlic & Herbs Masala Mix,0.99,0,6,0.99,75,FALSE,75,low,450
Cooking Essentials,Smith & Jones Italian Spices Masala Mix,0.99,0,6,0.99,75,FALSE,75,low,450
Munchies,Smith & Jones Italian Spices Masala Mix,0.99,0,6,0.99,75,FALSE,75,low,450
Cooking Essentials,Smith & Jones Peri Peri Masala,0.99,0,6,0.99,75,FALSE,75,low,450
Munchies,Smith & Jones Peri Peri Masala,0.99,0,6,0.99,75,FALSE,75,low,450
Cooking Essentials,Sugarlite 50% Less Calories Sugar Pouch,0.99,40,0,0.59,500,TRUE,500,low,0
Munchies,Sugarlite 50% Less Calories Sugar Pouch,0.99,40,0,0.59,500,TRUE,500,low,0
Packaged Food,Veeba Truly Tomato Ketchup,0.99,20,6,0.79,500,FALSE,500,low,3000
Ice Cream & Desserts,Veeba Truly Tomato Ketchup,0.99,20,6,0.79,500,FALSE,500,low,3000
Chocolates & Candies,Veeba Truly Tomato Ketchup,0.99,20,6,0.79,500,FALSE,500,low,3000
Packaged Food,Wingreens Cheesy Chipotle Sauce,0.99,49,1,0.5,130,FALSE,130,low,130
Ice Cream & Desserts,Wingreens Cheesy Chipotle Sauce,0.99,49,1,0.5,130,FALSE,130,low,130
Chocolates & Candies,Wingreens Cheesy Chipotle Sauce,0.99,49,1,0.5,130,FALSE,130,low,130
Home & Cleaning,Cherry Blossom Liquid Wax Polish,0.98,5,6,0.93,75,FALSE,75,low,450
Home & Cleaning,Cherry Blossom Liquid Wax Polish (Dark Tan),0.98,5,6,0.93,75,FALSE,75,low,450
Cooking Essentials,Everest Powder - Tea Masala,0.98,9,5,0.89,100,FALSE,100,low,500
Munchies,Everest Powder - Tea Masala,0.98,9,5,0.89,100,FALSE,100,low,500
Personal Care,Johnson's Baby No More Tears Baby Shampoo,0.98,0,5,0.98,100,FALSE,100,low,500
Paan Corner,Johnson's Baby No More Tears Baby Shampoo,0.98,0,5,0.98,100,FALSE,100,low,500
Personal Care,Oral-B Extra Soft Bristles Sensitive ,0.98,0,4,0.98,232,FALSE,4,low,928
Paan Corner,Oral-B Extra Soft Bristles Sensitive ,0.98,0,4,0.98,232,FALSE,4,low,928
Cooking Essentials,Arden Eggs White,0.97,0,4,0.97,696,FALSE,12,low,2784
Munchies,Arden Eggs White,0.97,0,4,0.97,696,FALSE,12,low,2784
"Dairy, Bread & Batter",Arden Eggs White,0.97,0,4,0.97,696,FALSE,12,low,2784
Beverages,Arden Eggs White,0.97,0,4,0.97,696,FALSE,12,low,2784
"Meats, Fish & Eggs",Arden Eggs White,0.97,0,4,0.97,696,FALSE,12,low,2784
Home & Cleaning,Colin Glass and Surface Cleaner Liquid Spray Regular,0.96,7,6,0.89,500,FALSE,500,low,3000
Packaged Food,Sunfeast YiPPee! Noodles - Magic Masala,0.96,5,4,0.91,540,FALSE,540,low,2160
Ice Cream & Desserts,Sunfeast YiPPee! Noodles - Magic Masala,0.96,5,4,0.91,540,FALSE,540,low,2160
Chocolates & Candies,Sunfeast YiPPee! Noodles - Magic Masala,0.96,5,4,0.91,540,FALSE,540,low,2160
Cooking Essentials,Sunfeast Yippee! Power Up Atta Noodles,0.96,15,6,0.81,280,FALSE,280,low,1680
Munchies,Sunfeast Yippee! Power Up Atta Noodles,0.96,15,6,0.81,280,FALSE,280,low,1680
Packaged Food,Sunfeast Yippee! Power Up Atta Noodles,0.96,15,6,0.81,280,FALSE,280,low,1680
Ice Cream & Desserts,Sunfeast Yippee! Power Up Atta Noodles,0.96,15,6,0.81,280,FALSE,280,low,1680
Chocolates & Candies,Sunfeast Yippee! Power Up Atta Noodles,0.96,15,6,0.81,280,FALSE,280,low,1680
Cooking Essentials,24 Mantra Organic Besan,0.95,7,5,0.88,500,FALSE,500,low,2500
Munchies,24 Mantra Organic Besan,0.95,7,5,0.88,500,FALSE,500,low,2500
